Collection State Code,Year,Month,Normalized_Concentration
FL,2,6,0.083
FL,2,7,0.018
FL,2,7,0.65
FL,2,7,0.36
FL,2,7,0.34
FL,2,7,0.15
FL,2,7,0.056
FL,2,7,0.33
FL,2,7,2.3
FL,2,7,0.53
FL,2,7,0.94
FL,2,8,0.4
FL,2,8,0.047
FL,2,8,0.77
FL,2,8,0.27
FL,2,8,0.26
FL,2,8,0.03
FL,2,8,0.013
FL,2,8,0.43
FL,2,9,0.31
FL,2,9,0.013
FL,2,9,0.02
FL,2,9,0.013
FL,2,9,0.21
FL,2,9,0.049
FL,2,9,0.48
MD,2,1,0.21
MD,2,1,0.042
MD,2,1,0.018
MD,2,1,0.25
MD,2,1,0.14
MD,2,1,0.018
MD,2,2,0.93
MD,2,2,0.25
MD,2,2,0.044
MD,2,2,0.042
MD,2,2,0.3
MD,2,2,0.13
MD,2,2,0.13
MD,2,2,0.039
MD,2,3,0.75
MD,2,3,0.23
MD,2,3,0.02
MD,2,3,0.075
MD,2,3,0.61
MD,2,3,0.12
MD,2,3,0.043
MD,2,3,0.042
MD,2,4,0.039
MD,2,4,0.022
MD,2,4,0.98
MD,2,4,0.14
MD,2,4,0.018
MD,2,5,0.042
MD,2,5,0.32
MD,2,5,0.67
MD,2,5,0.89
MD,2,5,0.31
MD,2,6,0.37
MD,2,6,0.28
MD,2,7,0.41
MD,2,7,2.7
MD,2,7,0.096
MD,2,7,0.69
MD,2,7,0.018
MD,2,7,0.053
MD,2,7,0.83
MD,2,8,0.02
MD,2,8,0.013
MD,2,8,0.41
MD,2,8,0.67
MD,2,8,0.38
MD,2,8,0.66
MD,2,8,0.28
MD,2,9,0.7
MD,2,9,0.23
MD,2,9,0.037
MD,2,9,0.026
MD,2,9,0.033
MD,2,9,0.013
MD,2,9,0.063
MD,2,9,0.05
MI,2,1,0.68
MI,2,1,0.92
MI,2,1,0.35
MI,2,1,0.046
MI,2,1,0.018
MI,2,1,0.49
MI,2,1,0.43
MI,2,1,0.02
MI,2,1,0.52
MI,2,1,0.022
MI,2,1,0.018
MI,2,2,1.6
MI,2,2,0.49
MI,2,2,0.022
MI,2,2,1.0
MI,2,2,0.46
MI,2,2,0.13
MI,2,2,0.12
MI,2,2,0.59
MI,2,2,0.38
MI,2,2,0.04
MI,2,2,0.33
MI,2,3,0.02
MI,2,3,1.1
MI,2,3,0.28
MI,2,3,0.02
MI,2,3,0.68
MI,2,3,0.77
MI,2,3,0.27
MI,2,3,0.61
MI,2,3,0.89
MI,2,3,0.38
MI,2,3,0.042
MI,2,4,0.61
MI,2,4,1.6
MI,2,4,0.35
MI,2,4,0.018
MI,2,4,1.8
MI,2,5,0.64
MI,2,5,0.09
MI,2,5,0.018
MI,2,5,1.4
MI,2,5,0.46
MI,2,5,0.25
MI,2,5,0.022
MI,2,5,0.15
MI,2,5,0.8
MI,2,6,2.3
MI,2,6,0.45
MI,2,6,0.56
MI,2,6,0.31
MI,2,6,0.061
MI,2,7,1.2
MI,2,7,0.34
MI,2,7,0.042
MI,2,7,0.4
MI,2,7,0.37
MI,2,7,0.75
MI,2,8,0.33
MI,2,8,0.26
MI,2,8,0.02
MI,2,8,1.2
MI,2,8,0.19
MI,2,8,1.2
MI,2,8,0.23
MI,2,8,0.044
MI,2,8,0.83
MI,2,9,0.25
MI,2,9,0.057
MI,2,9,0.25
MI,2,9,0.035
NY,2,1,0.047
NY,2,1,0.042
NY,2,1,0.09
NY,2,1,0.022
NY,2,1,0.26
NY,2,2,0.15
NY,2,2,0.23
NY,2,2,0.22
NY,2,2,0.67
NY,2,2,0.051
NY,2,2,0.24
NY,2,2,0.12
NY,2,2,0.018
NY,2,2,0.39
NY,2,2,0.33
NY,2,2,0.49
NY,2,2,0.21
NY,2,2,0.39
NY,2,3,0.56
NY,2,3,0.2
NY,2,3,0.056
NY,2,3,0.66
NY,2,3,0.64
NY,2,3,0.63
NY,2,3,0.018
NY,2,3,0.3
NY,2,3,0.22
NY,2,3,0.02
NY,2,3,0.55
NY,2,3,0.43
NY,2,3,0.21
NY,2,3,0.36
NY,2,3,0.79
NY,2,3,0.57
NY,2,4,0.52
NY,2,4,0.018
NY,2,4,0.044
NY,2,4,0.36
NY,2,4,0.052
NY,2,4,0.02
NY,2,4,0.25
NY,2,5,0.43
NY,2,5,0.33
NY,2,5,3.3
NY,2,5,1.5
NY,2,5,0.58
NY,2,5,0.56
NY,2,5,0.038
NY,2,5,0.42
NY,2,5,0.3
NY,2,5,0.49
NY,2,5,0.83
NY,2,5,0.018
NY,2,5,0.4
NY,2,6,0.48
NY,2,6,1.4
NY,2,6,0.34
NY,2,6,1.4
NY,2,6,0.018
NY,2,6,2.4
NY,2,6,0.007
NY,2,6,1.1
NY,2,6,0.93
NY,2,6,0.09
NY,2,6,0.061
NY,2,6,2.5
NY,2,7,0.15
NY,2,7,0.45
NY,2,7,0.12
NY,2,7,0.032
NY,2,7,0.021
NY,2,7,0.26
NY,2,7,0.89
NY,2,7,0.76
NY,2,7,0.44
NY,2,7,0.28
NY,2,7,0.02
NY,2,8,0.43
NY,2,8,0.052
NY,2,8,0.071
NY,2,8,0.01
NY,2,8,0.008
NY,2,8,0.033
NY,2,8,0.2
NY,2,8,0.2
NY,2,8,0.013
NY,2,9,0.008
NY,2,9,0.02
NY,2,9,0.013
NY,2,9,0.008
NY,2,9,0.02
NY,2,9,0.02
NY,2,9,0.013
OH,2,1,0.042
OH,2,1,0.018
OH,2,1,1.2
OH,2,1,0.83
OH,2,1,0.02
OH,2,1,0.018
OH,2,1,0.042
OH,2,1,0.63
OH,2,1,0.29
OH,2,2,0.33
OH,2,3,0.38
OH,2,3,0.042
OH,2,3,0.33
OH,2,3,0.078
OH,2,3,2.1
OH,2,3,0.47
OH,2,3,0.11
OH,2,3,0.34
OH,2,3,0.022
OH,2,4,0.52
OH,2,4,1.1
OH,2,4,0.67
OH,2,4,1.0
OH,2,4,0.51
OH,2,4,0.12
OH,2,4,0.81
OH,2,4,0.018
OH,2,4,0.33
OH,2,4,0.3
OH,2,5,0.3
OH,2,5,0.31
OH,2,5,0.45
OH,2,5,0.67
OH,2,5,0.27
OH,2,5,0.34
OH,2,5,0.018
OH,2,6,0.23
OH,2,6,0.042
OH,2,6,0.04
OH,2,6,0.9
OH,2,6,0.66
OH,2,6,0.022
OH,2,6,0.43
OH,2,7,0.23
OH,2,7,0.018
OH,2,7,0.27
OH,2,7,0.28
OH,2,7,0.22
OH,2,7,0.21
OH,2,8,0.41
OH,2,8,0.45
OH,2,8,0.076
OH,2,8,0.6
OH,2,8,0.22
OH,2,8,0.25
OH,2,9,0.49
OH,2,9,0.013
OH,2,9,0.029
OH,2,9,0.022
OH,2,9,0.34
OH,2,9,0.36
OH,2,9,0.021
OH,2,9,0.013
OH,2,9,0.05
TX,2,1,0.05
TX,2,1,0.19
TX,2,1,1.8
TX,2,1,0.11
TX,2,1,0.008
TX,2,1,0.28
TX,2,1,1.7
TX,2,1,1.1
TX,2,1,0.74
TX,2,2,0.49
TX,2,2,0.06
TX,2,2,0.018
TX,2,2,2.5
TX,2,2,0.042
TX,2,2,0.05
TX,2,2,0.042
TX,2,2,0.28
TX,2,2,0.2
TX,2,2,0.81
TX,2,2,0.15
TX,2,2,0.022
TX,2,2,0.88
TX,2,2,0.65
TX,2,2,0.21
TX,2,2,1.3
TX,2,2,0.1
TX,2,3,1.5
TX,2,3,0.018
TX,2,3,2.9
TX,2,3,0.2
TX,2,3,0.055
TX,2,3,0.44
TX,2,3,0.022
TX,2,3,0.018
TX,2,3,1.3
TX,2,3,0.059
TX,2,3,0.048
TX,2,3,0.4
TX,2,3,0.44
TX,2,3,0.018
TX,2,3,0.34
TX,2,3,0.11
TX,2,4,0.28
TX,2,4,0.15
TX,2,4,0.51
TX,2,4,1.4
TX,2,4,0.15
TX,2,4,2.2
TX,2,4,1.8
TX,2,4,1.2
TX,2,4,0.8
TX,2,4,0.49
TX,2,4,0.018
TX,2,5,1.6
TX,2,5,0.29
TX,2,5,0.051
TX,2,5,0.27
TX,2,5,1.4
TX,2,5,0.53
TX,2,5,0.05
TX,2,5,0.73
TX,2,5,0.035
TX,2,5,0.92
TX,2,6,0.62
TX,2,6,0.21
TX,2,6,1.4
TX,2,6,0.095
TX,2,6,0.26
TX,2,6,0.96
TX,2,6,0.43
TX,2,6,2.0
TX,2,6,0.8
TX,2,6,0.87
TX,2,6,0.66
TX,2,6,0.37
TX,2,6,0.042
TX,2,7,0.6
TX,2,7,0.32
TX,2,7,0.31
TX,2,7,0.12
TX,2,7,0.17
TX,2,7,1.8
TX,2,7,0.28
TX,2,7,0.018
TX,2,7,0.95
TX,2,8,0.05
TX,2,8,0.68
TX,2,8,0.35
TX,2,8,0.46
TX,2,8,0.013
TX,2,8,0.47
TX,2,8,0.013
TX,2,9,0.013
TX,2,9,0.013
TX,2,9,0.83
TX,2,9,0.045
TX,2,9,0.32
TX,2,9,0.05
TX,2,9,0.028
TX,2,9,0.013
TX,2,9,0.67
TX,2,9,1.4
TX,2,9,0.033
WA,2,1,0.24
WA,2,1,0.018
WA,2,1,0.54
WA,2,1,1.4
WA,2,1,0.78
WA,2,2,0.065
WA,2,2,0.042
WA,2,2,0.059
WA,2,2,1.1
WA,2,2,0.46
WA,2,3,0.05
WA,2,3,0.52
WA,2,3,0.018
WA,2,3,1.5
WA,2,3,0.098
WA,2,3,0.042
WA,2,3,0.3
WA,2,4,0.25
WA,2,4,1.6
WA,2,4,0.02
WA,2,4,0.018
WA,2,5,0.54
WA,2,5,0.33
WA,2,5,0.39
WA,2,5,0.41
WA,2,5,2.8
WA,2,5,1.6
WA,2,6,0.97
WA,2,6,0.96
WA,2,6,6.9
WA,2,6,1.4
WA,2,7,0.25
WA,2,7,0.12
WA,2,7,0.93
WA,2,7,0.3
WA,2,7,0.27
WA,2,7,0.022
WA,2,7,0.042
WA,2,7,0.71
WA,2,8,0.73
WA,2,8,0.013
WA,2,8,0.52
WA,2,9,0.22
WA,2,9,0.013
WA,2,9,1.4
WA,2,9,0.34
WA,2,9,0.013
WI,2,1,0.35
WI,2,1,0.69
WI,2,1,0.54
WI,2,2,0.49
WI,2,2,0.018
WI,2,2,0.042
WI,2,2,0.022
WI,2,2,0.018
WI,2,3,0.69
WI,2,3,0.026
WI,2,3,0.36
WI,2,3,0.094
WI,2,3,0.035
WI,2,4,0.55
WI,2,4,0.6
WI,2,5,1.0
WI,2,5,0.3
WI,2,5,0.93
WI,2,6,0.67
WI,2,6,0.88
WI,2,6,0.84
WI,2,7,0.39
WI,2,8,0.5
WI,2,9,0.26
WI,2,9,0.34
MD,2,5,0.025
MD,2,5,0.01
CA,2,3,0.0146
CO,2,1,0.0093
ID,2,2,0.0022
ID,2,5,0.0022
ID,2,6,0.002
MN,2,1,0.0013
MN,2,4,0.0302
NC,2,6,0.0022
NE,2,1,0.0051
NE,2,3,0.0013
NE,2,3,0.0088
NE,2,4,0.0022
PA,2,3,0.0022
PA,2,4,0.0057
TX,2,7,0.0022
UT,2,3,0.003
WA,2,3,0.0026
WA,2,3,0.0013
WA,2,4,0.0038
WI,2,4,0.0022
WI,2,5,0.018
WI,2,5,0.0023
WI,2,6,0.015
CA,2,1,0.007
CA,2,4,0.008
CA,2,4,0.012
CA,2,5,0.003
CA,2,7,0.007
CA,2,9,0.003
CA,2,11,0.017
CA,2,11,0.012
CA,2,11,0.017
CA,2,12,0.012
CA,2,12,0.008
CA,2,12,0.008
CA,2,12,0.012
FL,2,8,0.01
FL,2,11,0.017
FL,2,11,0.012
FL,2,11,0.003
MD,2,5,0.093
MD,2,5,0.19
MD,2,9,0.007
MD,2,11,0.003
MD,2,11,0.01
MD,2,11,0.012
MI,2,2,0.028
MI,2,3,0.018
MI,2,12,0.003
NY,2,1,0.007
NY,2,1,0.01
NY,2,4,0.003
NY,2,5,0.017
NY,2,5,0.01
NY,2,6,0.003
OH,2,11,0.01
OH,2,12,0.003
OH,2,12,0.009
TX,2,3,0.003
TX,2,5,0.01
TX,2,5,0.043
TX,2,8,0.01
TX,2,8,0.003
WA,2,5,0.003
WA,2,6,0.002
WA,2,11,0.014
WA,2,11,0.01
WA,2,11,0.003
WI,2,5,0.053
CA,2,4,0.033
CA,2,5,0.644
CA,2,7,0.038
CA,2,8,0.024
FL,2,5,0.008
FL,2,5,0.008
FL,2,5,0.005
FL,2,5,0.067
FL,2,5,0.033
MD,2,9,0.008
MD,2,9,0.115
MI,2,12,0.038
WA,2,7,0.045
WA,2,9,0.045
CA,2,1,0.13
CA,2,1,0.013
CA,2,1,0.068
CA,2,1,0.013
CA,2,1,0.067
CA,2,1,0.62
CA,2,1,0.007
CA,2,1,0.061
CA,2,1,0.042
CA,2,1,0.03
CA,2,1,0.025
CA,2,1,0.51
CA,2,1,0.044
CA,2,1,0.76
CA,2,1,0.51
CA,2,1,0.003
CA,2,1,0.03
CA,2,1,0.025
CA,2,1,0.025
CA,2,1,0.008
CA,2,1,0.053
CA,2,1,0.013
CA,2,1,0.066
CA,2,2,0.045
CA,2,2,4.9
CA,2,2,1.6
CA,2,2,0.39
CA,2,2,0.2
CA,2,2,0.033
CA,2,2,0.025
CA,2,2,0.23
CA,2,2,0.21
CA,2,2,0.24
CA,2,2,0.016
CA,2,2,0.34
CA,2,2,0.078
CA,2,2,1.2
CA,2,2,1.0
CA,2,2,0.36
CA,2,2,0.081
CA,2,2,0.029
CA,2,2,0.025
CA,2,2,2.1
CA,2,2,1.9
CA,2,2,0.86
CA,2,2,0.16
CA,2,2,0.04
CA,2,2,0.021
CA,2,2,0.01
CA,2,2,0.003
CA,2,2,0.045
CA,2,2,0.006
CA,2,2,0.081
CA,2,2,0.033
CA,2,2,0.025
CA,2,2,0.025
CA,2,2,0.025
CA,2,2,0.013
CA,2,2,0.15
CA,2,2,1.5
CA,2,2,1.2
CA,2,2,0.087
CA,2,2,1.0
CA,2,2,0.54
CA,2,2,0.033
CA,2,2,0.025
CA,2,2,0.025
CA,2,2,0.076
CA,2,2,0.072
CA,2,2,3.7
CA,2,3,0.027
CA,2,3,1.4
CA,2,3,0.91
CA,2,3,0.36
CA,2,3,0.26
CA,2,3,0.21
CA,2,3,0.025
CA,2,3,0.025
CA,2,3,0.014
CA,2,3,0.011
CA,2,3,0.2
CA,2,3,0.11
CA,2,3,0.099
CA,2,3,0.24
CA,2,3,0.18
CA,2,3,0.033
CA,2,3,0.03
CA,2,3,0.025
CA,2,3,0.025
CA,2,3,0.082
CA,2,3,0.12
CA,2,3,0.21
CA,2,3,0.089
CA,2,3,0.033
CA,2,3,0.025
CA,2,3,0.038
CA,2,3,0.03
CA,2,3,0.14
CA,2,3,0.033
CA,2,3,0.025
CA,2,3,0.82
CA,2,3,0.1
CA,2,3,0.027
CA,2,3,0.01
CA,2,3,0.007
CA,2,3,0.72
CA,2,3,0.03
CA,2,3,0.017
CA,2,4,0.025
CA,2,4,0.025
CA,2,4,0.32
CA,2,4,0.1
CA,2,4,0.39
CA,2,4,0.25
CA,2,4,0.073
CA,2,4,0.03
CA,2,4,0.084
CA,2,4,0.033
CA,2,4,0.025
CA,2,4,0.074
CA,2,4,0.068
CA,2,4,0.025
CA,2,4,0.025
CA,2,4,0.013
CA,2,4,0.025
CA,2,4,0.025
CA,2,4,0.58
CA,2,4,0.21
CA,2,4,0.079
CA,2,4,0.025
CA,2,4,0.003
CA,2,4,0.025
CA,2,4,1.4
CA,2,4,0.02
CA,2,4,0.018
CA,2,4,0.025
CA,2,4,0.63
CA,2,4,0.064
CA,2,4,0.052
CA,2,4,0.03
CA,2,4,0.003
CA,2,4,0.36
CA,2,4,0.093
CA,2,4,0.029
CA,2,4,0.025
CA,2,4,0.025
CA,2,4,1.1
CA,2,5,0.015
CA,2,5,0.1
CA,2,5,0.018
CA,2,5,0.27
CA,2,5,0.07
CA,2,5,1.1
CA,2,5,0.29
CA,2,5,0.12
CA,2,5,0.025
CA,2,5,0.025
CA,2,5,0.025
CA,2,5,0.017
CA,2,5,0.68
CA,2,5,0.017
CA,2,5,0.15
CA,2,5,0.01
CA,2,5,0.13
CA,2,5,0.03
CA,2,5,0.035
CA,2,5,0.31
CA,2,5,0.094
CA,2,5,0.042
CA,2,5,0.025
CA,2,5,0.013
CA,2,5,0.2
CA,2,5,0.7
CA,2,5,0.092
CA,2,5,0.049
CA,2,5,0.035
CA,2,5,0.36
CA,2,5,0.13
CA,2,5,0.023
CA,2,5,0.4
CA,2,5,0.22
CA,2,5,0.017
CA,2,5,0.3
CA,2,5,0.039
CA,2,5,0.03
CA,2,5,0.025
CA,2,5,0.12
CA,2,5,0.026
CA,2,5,0.018
CA,2,5,0.054
CA,2,5,0.048
CA,2,5,0.025
CA,2,5,0.017
CA,2,5,1.8
CA,2,6,0.1
CA,2,6,0.075
CA,2,6,0.003
CA,2,6,0.025
CA,2,6,0.025
CA,2,6,0.025
CA,2,6,0.025
CA,2,6,0.008
CA,2,6,0.003
CA,2,6,0.21
CA,2,6,0.56
CA,2,6,0.13
CA,2,6,0.031
CA,2,6,0.025
CA,2,6,0.21
CA,2,6,0.12
CA,2,6,0.025
CA,2,6,0.025
CA,2,6,0.022
CA,2,6,0.38
CA,2,6,0.1
CA,2,6,0.17
CA,2,6,0.065
CA,2,6,0.025
CA,2,6,0.51
CA,2,6,0.032
CA,2,6,0.029
CA,2,6,0.025
CA,2,6,1.6
CA,2,6,0.003
CA,2,6,0.007
CA,2,6,0.29
CA,2,6,0.025
CA,2,6,0.27
CA,2,6,0.003
CA,2,6,0.044
CA,2,6,0.095
CA,2,6,0.033
CA,2,6,0.025
CA,2,6,0.018
CA,2,6,0.008
CA,2,6,0.15
CA,2,6,0.03
CA,2,6,0.025
CA,2,6,0.025
CA,2,6,0.013
CA,2,6,0.056
CA,2,6,0.043
CA,2,6,0.003
CA,2,7,0.3
CA,2,7,0.05
CA,2,7,0.017
CA,2,7,0.037
CA,2,7,0.02
CA,2,7,0.025
CA,2,7,0.054
CA,2,7,0.032
CA,2,7,0.031
CA,2,7,0.042
CA,2,7,0.21
CA,2,7,0.01
CA,2,7,0.062
CA,2,7,0.025
CA,2,7,0.013
CA,2,7,0.12
CA,2,7,0.15
CA,2,7,0.033
CA,2,7,0.025
CA,2,7,0.025
CA,2,8,0.22
CA,2,8,0.042
CA,2,8,0.025
CA,2,8,0.02
CA,2,8,0.008
CA,2,8,0.063
CA,2,8,0.008
CA,2,8,0.013
CA,2,8,0.097
CA,2,8,0.006
CA,2,8,0.17
CA,2,8,0.003
CA,2,8,0.042
CA,2,9,0.03
CA,2,9,0.026
CA,2,9,0.094
CA,2,9,0.046
CA,2,9,0.15
CA,2,9,0.052
CA,2,9,0.006
CA,2,9,0.025
CA,2,9,0.031
CA,2,9,0.019
CA,2,9,0.013
CA,2,9,0.007
CA,2,9,0.025
CA,2,9,0.025
CA,2,9,0.007
CA,2,9,0.061
CA,2,9,0.29
CA,2,9,0.025
CA,2,9,0.025
CA,2,9,0.013
CA,2,9,0.035
CA,2,9,0.013
CA,2,9,0.025
CA,2,9,0.017
CA,2,9,0.26
CA,2,9,0.003
CA,2,10,0.025
CA,2,10,0.025
CA,2,10,0.026
CA,2,10,0.025
CA,2,10,0.007
CA,2,10,0.19
CA,2,10,0.006
CA,2,10,0.078
CA,2,10,0.013
CA,2,10,0.003
CA,2,10,0.034
CA,2,10,0.025
CA,2,10,0.013
CA,2,10,0.007
CA,2,10,0.025
CA,2,10,0.025
CA,2,10,0.025
CA,2,10,0.019
CA,2,10,0.081
CA,2,10,0.062
CA,2,10,0.089
CA,2,10,0.021
CA,2,10,0.025
CA,2,10,0.025
CA,2,10,0.03
CA,2,10,0.03
CA,2,10,0.052
CA,2,10,0.041
CA,2,11,0.02
CA,2,11,0.015
CA,2,11,0.029
CA,2,11,0.025
CA,2,11,0.025
CA,2,11,0.025
CA,2,11,0.086
CA,2,11,0.062
CA,2,11,0.026
CA,2,11,0.11
CA,2,11,0.03
CA,2,11,0.009
CA,2,11,0.14
CA,2,11,0.02
CA,2,11,0.018
CA,2,11,0.025
CA,2,11,0.025
CA,2,11,0.011
CA,2,11,0.025
CA,2,11,0.025
CA,2,11,0.14
CA,2,11,0.025
CA,2,11,0.007
CA,2,11,0.003
CA,2,12,0.025
CA,2,12,0.025
CA,2,12,0.04
CA,2,12,0.033
CA,2,12,0.026
CA,2,12,0.077
CA,2,12,0.11
CA,2,12,0.03
CA,2,12,0.025
CA,2,12,0.025
CA,2,12,0.016
CA,2,12,0.016
CA,2,12,0.009
CA,2,12,0.12
CA,2,12,0.03
CA,2,12,0.057
CA,2,12,0.078
CA,2,12,0.056
CA,2,12,0.96
CA,2,12,0.036
CA,2,12,0.027
CA,2,12,0.003
CO,2,1,0.3
CO,2,1,0.16
CO,2,1,0.01
CO,2,1,0.043
CO,2,1,0.035
CO,2,1,0.002
CO,2,1,0.003
CO,2,1,0.073
CO,2,2,0.45
CO,2,2,0.043
CO,2,2,0.005
CO,2,2,0.043
CO,2,2,0.035
CO,2,2,0.032
CO,2,2,0.035
CO,2,2,1.1
CO,2,2,1.0
CO,2,4,0.035
CO,2,4,0.023
CO,2,4,0.005
CO,2,4,0.66
CO,2,5,0.43
CO,2,5,0.41
CO,2,5,0.002
CO,2,5,0.032
CO,2,5,0.029
CO,2,5,0.059
CO,2,5,0.05
CO,2,5,0.002
CO,2,5,1.8
CO,2,5,1.6
CO,2,6,0.078
CO,2,6,0.23
CO,2,6,0.002
CO,2,6,0.033
CO,2,6,0.53
CO,2,6,0.33
CO,2,7,0.015
CO,2,7,0.12
CO,2,9,0.013
CO,2,9,0.029
CO,2,9,0.004
CO,2,9,0.002
CO,2,9,0.034
CO,2,9,0.006
CO,2,9,0.014
CO,2,9,0.01
CO,2,10,0.002
CO,2,10,0.012
CO,2,10,0.072
CO,2,10,0.029
CO,2,10,0.043
CO,2,10,0.035
CO,2,10,0.002
CO,2,10,0.002
CO,2,10,0.067
CO,2,10,0.062
CO,2,10,0.044
CO,2,11,0.073
CO,2,11,0.05
CO,2,11,0.002
CO,2,11,0.022
CO,2,11,0.02
CO,2,11,0.01
CO,2,11,0.002
CO,2,11,0.003
CO,2,11,0.026
CO,2,12,0.076
CO,2,12,0.043
CO,2,12,0.015
CO,2,12,0.003
FL,2,1,0.011
FL,2,1,0.05
FL,2,1,0.42
FL,2,1,0.1
FL,2,1,0.003
FL,2,1,0.099
FL,2,1,0.037
FL,2,1,0.15
FL,2,1,0.088
FL,2,1,0.004
FL,2,1,0.043
FL,2,1,0.029
FL,2,1,0.53
FL,2,1,0.29
FL,2,1,0.27
FL,2,1,0.01
FL,2,1,0.035
FL,2,1,0.031
FL,2,1,0.035
FL,2,1,0.012
FL,2,1,0.003
FL,2,1,1.4
FL,2,1,0.47
FL,2,1,0.1
FL,2,1,0.62
FL,2,1,0.2
FL,2,1,0.008
FL,2,2,0.043
FL,2,2,0.82
FL,2,2,0.61
FL,2,2,0.54
FL,2,2,0.025
FL,2,2,1.3
FL,2,2,0.095
FL,2,2,0.043
FL,2,2,0.043
FL,2,2,0.93
FL,2,2,0.82
FL,2,2,0.46
FL,2,2,0.035
FL,2,2,0.39
FL,2,2,0.19
FL,2,2,0.015
FL,2,2,0.18
FL,2,2,1.1
FL,2,2,0.013
FL,2,3,0.75
FL,2,3,0.12
FL,2,3,0.007
FL,2,3,0.035
FL,2,3,1.3
FL,2,3,0.51
FL,2,3,0.2
FL,2,3,0.048
FL,2,3,0.25
FL,2,3,0.22
FL,2,3,0.07
FL,2,3,0.027
FL,2,3,0.003
FL,2,3,1.4
FL,2,3,1.0
FL,2,3,0.92
FL,2,3,0.054
FL,2,3,0.044
FL,2,3,0.031
FL,2,3,0.17
FL,2,4,0.002
FL,2,4,0.002
FL,2,4,0.008
FL,2,4,0.079
FL,2,4,0.035
FL,2,4,0.51
FL,2,4,0.04
FL,2,4,0.002
FL,2,4,0.035
FL,2,4,0.026
FL,2,4,0.046
FL,2,4,0.029
FL,2,4,0.002
FL,2,4,0.044
FL,2,5,0.019
FL,2,5,0.014
FL,2,5,0.002
FL,2,5,0.045
FL,2,5,0.035
FL,2,5,0.004
FL,2,5,0.043
FL,2,5,0.035
FL,2,5,0.007
FL,2,5,0.085
FL,2,5,0.055
FL,2,5,0.035
FL,2,5,0.03
FL,2,5,0.006
FL,2,5,0.73
FL,2,5,0.11
FL,2,5,0.009
FL,2,5,1.2
FL,2,5,0.031
FL,2,5,0.23
FL,2,6,0.017
FL,2,6,0.16
FL,2,6,0.021
FL,2,6,0.078
FL,2,6,0.21
FL,2,6,0.13
FL,2,7,0.037
FL,2,7,0.009
FL,2,7,0.11
FL,2,7,0.1
FL,2,7,0.066
FL,2,7,0.12
FL,2,7,0.16
FL,2,7,0.038
FL,2,7,3.9
FL,2,7,2.5
FL,2,8,0.021
FL,2,8,0.035
FL,2,8,0.072
FL,2,8,0.003
FL,2,8,0.038
FL,2,8,0.002
FL,2,8,0.004
FL,2,8,0.055
FL,2,8,0.019
FL,2,8,0.012
FL,2,9,0.011
FL,2,9,0.12
FL,2,9,0.092
FL,2,9,0.043
FL,2,9,0.035
FL,2,9,0.024
FL,2,9,0.008
FL,2,9,0.008
FL,2,9,0.012
FL,2,9,0.003
FL,2,9,0.002
FL,2,9,0.064
FL,2,9,0.043
FL,2,9,0.043
FL,2,9,0.003
FL,2,10,0.005
FL,2,10,0.011
FL,2,10,0.003
FL,2,10,0.028
FL,2,10,0.023
FL,2,10,0.018
FL,2,10,0.012
FL,2,10,0.005
FL,2,10,0.046
FL,2,10,0.014
FL,2,10,0.002
FL,2,10,0.005
FL,2,10,0.031
FL,2,10,0.028
FL,2,10,0.004
FL,2,10,0.003
FL,2,10,0.02
FL,2,10,0.003
FL,2,10,0.038
FL,2,10,0.002
FL,2,10,0.002
FL,2,10,0.01
FL,2,10,0.011
FL,2,11,0.015
FL,2,11,0.047
FL,2,11,0.005
FL,2,11,0.043
FL,2,11,0.043
FL,2,11,0.018
FL,2,11,0.011
FL,2,11,0.002
FL,2,11,0.011
FL,2,11,0.004
FL,2,11,0.003
FL,2,11,0.075
FL,2,11,0.069
FL,2,11,0.002
FL,2,11,0.004
FL,2,11,0.016
FL,2,11,0.011
FL,2,11,0.002
FL,2,11,0.033
FL,2,11,0.029
FL,2,11,0.092
FL,2,11,0.002
FL,2,11,0.003
FL,2,11,0.043
FL,2,11,0.011
FL,2,11,0.004
FL,2,11,0.069
FL,2,12,0.012
FL,2,12,0.006
FL,2,12,0.017
FL,2,12,0.01
FL,2,12,0.002
FL,2,12,0.008
FL,2,12,0.028
FL,2,12,0.016
FL,2,12,0.035
FL,2,12,0.03
FL,2,12,0.01
FL,2,12,0.19
FL,2,12,0.19
FL,2,12,0.18
MD,2,1,0.089
MD,2,1,0.072
MD,2,1,0.047
MD,2,1,18.0
MD,2,1,11.0
MD,2,1,0.008
MD,2,1,0.007
MD,2,1,0.005
MD,2,1,5.5
MD,2,1,0.15
MD,2,1,0.15
MD,2,1,0.053
MD,2,1,0.016
MD,2,2,0.008
MD,2,2,0.003
MD,2,2,0.025
MD,2,2,0.15
MD,2,3,0.11
MD,2,3,0.067
MD,2,3,0.03
MD,2,3,0.025
MD,2,3,0.49
MD,2,3,0.14
MD,2,3,0.14
MD,2,3,0.084
MD,2,3,0.03
MD,2,3,0.013
MD,2,3,0.033
MD,2,3,0.33
MD,2,3,0.27
MD,2,4,0.025
MD,2,4,0.19
MD,2,4,0.053
MD,2,4,0.068
MD,2,4,0.064
MD,2,4,0.013
MD,2,4,0.025
MD,2,4,0.4
MD,2,4,0.016
MD,2,4,0.29
MD,2,4,0.22
MD,2,5,0.017
MD,2,5,0.056
MD,2,5,0.036
MD,2,5,0.13
MD,2,5,0.039
